Date,JPM,V,spread,spread_mean,spread_std,zscore,pair_position,JPM_ret,V_ret,pair_position_lagged,w1,w2,strategy_gross_return,turnover,transaction_cost,strategy_net_return,benchmark_return,cum_strategy,cum_benchmark
2021-04-15,134.79417419433594,218.1106719970703,5.3911408311155355,14.687084680674753,4.1919988163984945,-2.217544483360736,1.0,0.006348609990588061,0.019370832850180264,1.0,0.5382568170927516,-0.4617431829072485,-0.00552716740930935,0.0,0.0,-0.00552716740930935,0.012859721420384163,1.2434618519379794,1.183200376112046
2021-04-16,135.795166015625,218.23597717285156,6.284639706913481,14.297578592551593,4.594482213684108,-1.7440352390031124,1.0,0.0074260762920355106,0.0005745027266843561,1.0,0.5382568170927516,-0.4617431829072485,0.0037318634708308498,0.0,0.0,0.0037318634708308498,0.004000289509359933,1.2481022818005982,1.187933520164078
2021-04-19,135.21937561035156,217.63839721679688,6.221482792174584,13.446538694130874,4.42365839164366,-1.633276185069919,1.0,-0.004240139190280101,-0.0027382284250107025,1.0,0.5382568170927516,-0.4617431829072485,-0.001017925516098861,0.0,0.0,-0.001017925516098861,-0.003489183807645402,1.246831806641252,1.1837886017609622
2021-04-20,132.225341796875,215.21897888183594,5.302945075158036,12.778662746415868,4.599875580417549,-1.6251999734695504,1.0,-0.022142047320971026,-0.011116688809975406,1.0,0.5382568170927516,-0.4617431829072485,-0.006785052640395517,0.0,0.0,-0.006785052640395517,-0.016629368065473216,1.2383719871994716,1.1641029453905674
2021-04-21,133.35032653808594,219.2384796142578,2.9798043064849935,12.067316728783043,4.964653393519683,-1.830442470396805,1.0,0.008508087223848104,0.018676330281395703,1.0,0.5382568170927516,-0.4617431829072485,-0.004044132240502693,0.0,0.0,-0.004044132240502693,0.013592208752621904,1.2333638471203028,1.1799256756338579
2021-04-22,130.5422821044922,219.35411071777344,0.07256582260725963,11.156225373463068,5.413451594631656,-2.047429326207906,1.0,-0.021057649474834572,0.0005274215717927522,1.0,0.5382568170927516,-0.4617431829072485,-0.011577956697072839,0.0,0.0,-0.011577956697072839,-0.01026511395152091,1.2190840139066088,1.1678136041191511
2021-04-23,133.04029846191406,221.69638061523438,0.561267809385356,10.180455475032618,5.479339357321399,-1.75553785563478,1.0,0.019135687818160996,0.010678030558882723,1.0,0.5382568170927516,-0.4617431829072485,0.005369406600444505,0.0,0.0,0.005369406600444505,0.01490685918852186,1.2256297716573754,1.1852220370741957
2021-04-26,133.36802673339844,222.02413940429688,0.60782846407119,9.32504574984533,5.575585551288077,-1.5634622060027903,1.0,0.0024633759490415574,0.0014784129003502233,1.0,0.5382568170927516,-0.4617431829072485,0.0006432818193750962,0.0,0.0,0.0006432818193750962,0.0019708944246958904,1.2264181970067676,1.187557984579092
2021-04-27,133.97926330566406,221.60968017578125,1.5746085562382177,8.664608078862,5.6763981949185744,-1.2490313891246465,1.0,0.004583081771821318,-0.0018667304808731577,1.0,0.5382568170927516,-0.4617431829072485,0.0033288250808447017,0.0,0.0,0.0033288250808447017,0.00135817564547408,1.230500728660568,1.1891708969113357
2021-04-28,134.84735107421875,225.02183532714844,-0.4844182609089671,7.714051685803017,5.5278287366729915,-1.4831266193761206,1.0,0.006479269605880855,0.015397139460066267,1.0,0.5382568170927516,-0.4617431829072485,-0.003622013146810555,0.0,0.0,-0.003622013146810555,0.010938204532973561,1.2260438388441994,1.2021782914064114
