Date,JPM,MA,rolling_intercept,rolling_beta,spread,spread_mean,spread_std,zscore,pair_position,JPM_ret,MA_ret,beta_used,pair_position_lagged,w1,w2,strategy_gross_return,turnover,transaction_cost,strategy_net_return,benchmark_return,cum_strategy,cum_benchmark
2020-05-15,73.69629669189453,270.0703125,-17.771601672935148,0.39181030842171705,-14.348434071344826,-7.2303640939137175,4.041072578821388,-1.7614308673236332,1.0,-0.01850983098531156,0.005878074537599698,0.39181030842171705,1.0,0.7184887149844281,-0.28151128501557193,-0.01495384899571246,0.0,0.0,-0.01495384899571246,-0.006315878223855931,0.9701640351133849,1.0398198363804758
2020-05-18,77.59988403320312,280.6817626953125,-14.430573735353208,0.3776131455441172,-13.95866553968807,-7.5779658535150265,4.15864214777406,-1.5343228533352777,1.0,0.05296856852425713,0.0392914352454512,0.3776131455441172,1.0,0.7258931894156897,-0.27410681058431025,0.02767947314644594,0.0,0.0,0.02767947314644594,0.046130001884854166,0.9970176644709535,1.087786727392616
2020-05-19,76.07273864746094,281.48541259765625,-8.374074130545797,0.35268527219678514,-14.828946583422038,-7.6925471899841265,4.311870518849406,-1.6550588340352606,1.0,-0.01967973798889644,0.002863206695819853,0.35268527219678514,1.0,0.7392702652672354,-0.2607297347327645,-0.015295168245727346,0.0,0.0,-0.015295168245727346,-0.008408265646538293,0.9817681115489082,1.0786403276219203
2020-05-20,78.35487365722656,289.29876708984375,0.08237968180683097,0.3179873946509416,-13.720867247209256,-7.918573446581102,4.446681803827726,-1.3048592313561789,1.0,0.029999380202960557,0.027757582249406276,0.3179873946509416,1.0,0.758732597943277,-0.241267402056723,0.01606450792139031,0.0,0.0,0.01606450792139031,0.028878481226183417,0.9975397331538541,1.1097898220729543
2020-05-21,77.3596420288086,284.9032287597656,8.800095846685394,0.2820627701765661,-11.801047754104218,-8.0121596526178,4.499317434041136,-0.8421028649413085,1.0,-0.012701591898057751,-0.015193767931658941,0.2820627701765661,1.0,0.7799930106872066,-0.22000698931279342,-0.006564417766124745,0.0,0.0,-0.006564417766124745,-0.013947679914858346,0.9909914656071237,1.0943108288619132
2020-05-22,76.75910949707031,285.532470703125,16.91459143354185,0.24839213462305765,-11.079501838616437,-8.355684578212564,4.31734934357403,-0.630900361226969,1.0,-0.007762865959418996,0.0022086163996757335,0.24839213462305765,1.0,0.8010303591843299,-0.19896964081567028,-0.006657738919516286,0.0,0.0,-0.006657738919516286,-0.0027771247798716314,0.9843937031576427,1.091271791142199
2020-05-26,82.20698547363281,293.6846618652344,22.833401739130544,0.2233749104250824,-6.228201302865074,-8.501356744368936,4.161464414226095,0.546239307906373,0.0,0.07097367351259365,0.028550837465296297,0.2233749104250824,1.0,0.8174109109794748,-0.18258908902052517,0.05280158371792747,1.0,0.0005,0.052301583717927466,0.04976225548894497,1.0358790528347428,1.1455759368208958
2020-05-27,86.9684829711914,290.2379150390625,27.526016609677722,0.20377614044518555,0.29890422399584793,-8.24776801021784,4.45788290382824,1.9172042914976903,0.0,0.05792083811522075,-0.01173621667635305,0.20377614044518555,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.02309231071943385,1.0358790528347428,1.1720299323066703
2020-05-28,85.67302703857422,292.68743896484375,32.845344184148686,0.1820039684864654,-0.44259256331616825,-8.091033049276335,4.649298326923,1.6450741484300624,0.0,-0.014895694260256498,0.008439710316453963,0.1820039684864654,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0032279919719012673,1.0358790528347428,1.1682466290943563
2020-05-29,83.48529052734375,291.3223876953125,36.2761803121623,0.1675866462080422,-1.6126317039949924,-8.032507851874405,4.721290082624128,1.3597715953753042,0.0,-0.02553588436002663,-0.004663853270776008,0.1675866462080422,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.015099868815401318,1.0358790528347428,1.1506062582509966
2020-06-01,84.59202575683594,291.8160400390625,41.849685950025055,0.14462723598496197,0.5377925198842775,-7.936670301950083,4.867791112778595,1.740925735204162,0.0,0.013256649434904899,0.0016945225104576522,0.14462723598496197,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.007475585972681276,1.0358790528347428,1.1592077142552573
2020-06-02,84.87513732910156,293.9364929199219,44.567593079091864,0.13311989304674024,1.178749749975779,-7.843723420036773,5.017098100749379,1.79834497728177,0.0,0.00334678794759502,0.007266402767221125,0.13311989304674024,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.005306595357408073,1.0358790528347428,1.1653591605299958
2020-06-03,89.45646667480469,297.30584716796875,45.87544988110888,0.12742726992396045,5.696144356651331,-7.619288806536617,5.462886989895208,2.4374352220387725,-1.0,0.053977283452739666,0.011462864697663777,0.12742726992396045,0.0,0.0,-0.0,0.0,1.0,0.0005,-0.0005,0.03272007407520172,1.0353611133083256,1.2034897985867523
2020-06-04,91.31819152832031,291.787109375,44.06845374813917,0.1347479547660552,7.932021564800635,-7.160669264656306,6.152572581236765,2.4530699362222026,-1.0,0.020811517855756856,-0.018562493289446924,0.1347479547660552,-1.0,-0.88125296529498,0.11874703470501997,-0.020544452857528806,0.0,0.0,-0.020544452857528806,0.0011245122831549659,1.014090185725444,1.2048431376479147
2020-06-05,95.42770385742188,301.9629211425781,42.514980053094774,0.1409793376674982,10.342191181503438,-6.644065658483498,6.928439753819137,2.4516712915954373,-1.0,0.04500212126766745,0.03487409635529981,0.1409793376674982,-1.0,-0.8764400607326492,0.12355993926735079,-0.03513262066926792,0.0,0.0,-0.03513262066926792,0.03993810881148363,0.9784625399059246,1.2529622939800664
2020-06-08,97.33230590820312,300.5396423339844,39.33546767653884,0.15382280819481448,11.766986473985668,-6.080217009913235,7.699725318579851,2.31790132056174,-1.0,0.019958586173538295,-0.004713422440107196,0.15382280819481448,-1.0,-0.8666842021995784,0.13331579780042155,-0.017926165007817876,0.0,0.0,-0.017926165007817876,0.00762258186671555,0.9609224589616024,1.2625131016418372
2020-06-09,94.83570861816406,301.5852966308594,36.1263033993335,0.16698941934981926,8.34785165000035,-5.654082785392037,8.135291168629298,1.721135008588949,-1.0,-0.02565024291517015,0.003479255810496351,0.16698941934981926,-1.0,-0.8569057983037615,0.14309420169623846,0.022477703214609256,0.0,0.0,0.022477703214609256,-0.0110854935523369,0.982521788806394,1.2485175207938457
2020-06-10,90.99217987060547,303.19244384765625,33.791693519169655,0.17596070680708642,3.8505296334343626,-5.408654719871068,8.311291318504743,1.114048828091279,-1.0,-0.040528286270667846,0.005328997251361489,0.17596070680708642,-1.0,-0.8503685490607532,0.14963145093924668,0.03526136558267914,0.0,0.0,0.03526136558267914,-0.01759964450965318,1.017166848794444,1.2265440562638006
2020-06-11,83.3995132446289,281.9888000488281,32.477615730760505,0.18116441597393218,-0.16443875816747777,-5.097871250236202,8.32779508121733,0.5924056060403892,-1.0,-0.08344306770948495,-0.06993460499788118,0.18116441597393218,-1.0,-0.8466221861039113,0.15337781389608882,0.059918335569159334,0.0,0.0,0.059918335569159334,-0.07668883635368307,1.0781137933703338,1.1324818198524034
2020-06-12,85.68157958984375,288.3208923339844,31.19167535850801,0.18571318718925922,0.9449123827402417,-4.822812534535441,8.388372265268767,0.687585712088194,-1.0,0.027363065519591778,0.022455119792203826,0.18571318718925922,-1.0,-0.8433742753342455,0.15662572466575456,-0.019560256143598943,0.0,0.0,-0.019560256143598943,0.024909092655897802,1.057025611420063,1.1606909144342266
2020-06-15,86.86553955078125,287.7205505371094,31.321942927818817,0.18533379457677107,2.2192552142023203,-4.528335062048378,8.477873664344168,0.7959059716387835,-1.0,0.01381813881822791,-0.002082200120897215,0.18533379457677107,-1.0,-0.8436442161484603,0.15635578385153978,-0.011983156923973151,0.0,0.0,-0.011983156923973151,0.005867969348665347,1.0443591076457577,1.167501813143401
2020-06-16,87.56047058105469,294.7981872558594,30.827077791054343,0.18732017695474218,1.5117441872955482,-4.223994016653675,8.526855602056724,0.6726674487797978,-1.0,0.008000077290341245,0.024598996163248232,0.18732017695474218,-1.0,-0.8422328024146074,0.15776719758539265,-0.0028570128276880664,0.0,0.0,-0.0028570128276880664,0.01629953672679474,1.041375360278501,1.1865315518253312
2020-06-17,85.34701538085938,294.10113525390625,29.56871918527635,0.1920367488,-0.6999296369661892,-3.928658067238666,8.489019298478459,0.3803417469967565,-1.0,-0.02527916062472868,-0.0023645057265841984,0.1920367488,-1.0,-0.838900311594152,0.1610996884058479,0.02082577458913695,0.0,0.0,0.02082577458913695,-0.01382183317565644,1.0630628087943423,1.1701315106583488
2020-06-18,84.88370513916016,295.1563720703125,29.872787229758295,0.1908689612939407,-1.3252722469465823,-3.6348512678297697,8.418890280862982,0.27433295171135585,-1.0,-0.005428546500796827,0.0035880066069626793,0.1908689612939407,-1.0,-0.8397229523166414,0.16027704768335863,0.005133550200469648,0.0,0.0,0.005133550200469648,-0.0009202699469170739,1.0685200950895404,1.1690546737951493
2020-06-19,83.91424560546875,287.0718994140625,29.60642548268604,0.19168729515447505,-0.7202157907564555,-3.272256569834324,8.297469295423213,0.3075685715987577,-1.0,-0.011421032247615148,-0.027390473055157738,0.19168729515447505,-1.0,-0.8391463130186119,0.16085368698138816,0.005178058522366432,0.0,0.0,0.005178058522366432,-0.019405752651386443,1.0740529546742386,1.1463682879595334
2020-06-22,83.00486755371094,294.7594909667969,29.55084642852168,0.19180242044496362,-3.0815626913677647,-2.987439702184243,8.146098011982197,-0.01155436492969703,0.0,-0.010836992517734623,0.026779324512170577,0.19180242044496362,-1.0,-0.8390652534726742,0.16093474652732584,0.013402667676313651,1.0,0.0005,0.01290266767631365,0.007971165997217977,1.0879111030151631,1.1555061798768054
2020-06-23,84.01720428466797,297.1218566894531,29.41667185544147,0.1918026225167541,-2.388218890857786,-2.6296925735492804,7.918216548154813,0.030495968533187597,0.0,0.012196112840032747,0.008014553542984526,0.1918026225167541,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.010105333191508636,1.0879111030151631,1.1671829548293078
2020-06-24,81.2117691040039,284.6611633300781,29.32876060177603,0.1918544661150815,-2.7305070121622776,-2.3329101723185413,7.733797391315931,-0.05141029945912302,0.0,-0.03339119891633935,-0.041937989679428744,0.1918544661150815,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.037664594297884046,1.0879111030151631,1.1232214823642563
2020-06-25,84.04293823242188,288.5339660644531,28.767171953940476,0.19356547086859272,-0.5744467243670215,-1.925863957701021,7.481920822507122,0.1806243697833135,0.0,0.03486156205749236,0.013604956464975615,0.19356547086859272,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.024233259261233986,1.0879111030151631,1.150440799754177
2020-06-26,79.43584442138672,280.1396179199219,27.804258995590814,0.19691357078421654,-3.531707056941997,-1.620336809154161,7.209057418519897,-0.2651345573802161,0.0,-0.054818333436822186,-0.02909310213639149,0.19691357078421654,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.04195571778660684,1.0879111030151631,1.1021732302294927
