Date,price,returns,rolling_mean,rolling_std,zscore,position,asset_return,position_lagged,strategy_gross_return,turnover,transaction_cost,strategy_net_return,cum_asset,cum_strategy
2021-05-04,388.1819763183594,-0.006169199148739701,389.35785522460935,1.8875735842455608,-0.6229579159532269,0.0,-0.006169199148739701,0.0,-0.0,0.0,0.0,-0.0,1.30750241225949,1.1505013350324698
2021-05-05,388.3033447265625,0.0003126585354482625,389.3279632568359,1.9031712111003882,-0.5383743324285544,0.0,0.0003126585354482625,0.0,0.0,0.0,0.0,0.0,1.307911214048802,1.1505013350324698
2021-05-06,391.4042053222656,0.007985665428369426,389.96307373046875,1.273718225026562,1.131436736541021,0.0,0.007985665428369426,0.0,0.0,0.0,0.0,0.0,1.3183557554142082,1.1505013350324698
2021-05-07,394.2528991699219,0.00727813807036326,390.46556091308594,1.8238725124270776,2.076536726679444,-1.0,0.00727813807036326,0.0,0.0,1.0,0.0005,-0.0005,1.3279509306279709,1.1499260843649537
2021-05-10,390.348876953125,-0.009902329760964501,390.49638671875,1.8184894708513073,-0.08111664542986517,0.0,-0.009902329760964501,-1.0,0.009902329760964501,1.0,0.0005,0.0094023297609645,1.314801122606513,1.1607380686108877
2021-05-11,386.86505126953125,-0.008924902540483282,390.18723754882814,2.152558410049703,-1.5433663791823313,0.0,-0.008924902540483282,0.0,-0.0,0.0,0.0,-0.0,1.303066650727132,1.1607380686108877
2021-05-12,378.6460266113281,-0.021245198115548813,389.06739196777346,4.245822743864216,-2.4544984529807814,1.0,-0.021245198115548813,0.0,-0.0,1.0,0.0005,-0.0005,1.2753827415746695,1.1601576995765823
2021-05-13,383.1945495605469,0.012012599181154826,388.1539611816406,4.444130460782698,-1.1159464522606075,1.0,0.012012599181154826,1.0,0.012012599181154826,0.0,0.0,0.012012599181154826,1.2907034032517684,1.1740942090085265
2021-05-14,389.07861328125,0.01535529074578701,388.0867156982422,4.422313011808718,0.22429384359704743,0.0,0.01535529074578701,1.0,0.01535529074578701,1.0,0.0005,0.014855290745787009,1.310522529275276,1.191535719846293
2021-05-17,388.0885925292969,-0.0025445262683648773,387.83641357421874,4.334751678287639,0.0581761018379154,0.0,-0.0025445262683648773,0.0,-0.0,0.0,0.0,-0.0,1.3071878702742512,1.191535719846293
2021-05-18,384.7449645996094,-0.008615630539140606,387.4927124023437,4.439306592610479,-0.6189587822810348,0.0,-0.008615630539140606,0.0,-0.0,0.0,0.0,-0.0,1.2959256225387221,1.191535719846293
2021-05-19,383.7362976074219,-0.002621650924625296,387.0360076904297,4.579358550621506,-0.7205616346769769,0.0,-0.002621650924625296,0.0,-0.0,0.0,0.0,-0.0,1.292528157932148,1.191535719846293
2021-05-20,387.864501953125,0.010757919882592004,386.6820373535156,4.334448892493554,0.27280621572379826,0.0,0.010757919882592004,0.0,0.0,0.0,0.0,0.0,1.3064330723011761,1.191535719846293
2021-05-21,387.546875,-0.0008189121497985674,386.0114349365234,3.4644214573873726,0.44320244588096624,0.0,-0.0008189121497985674,0.0,-0.0,0.0,0.0,-0.0,1.30536321838537,1.191535719846293
2021-05-24,391.49774169921875,0.010194551818328401,386.12632141113284,3.638896565599513,1.4761123849644147,0.0,0.010194551818328401,0.0,0.0,0.0,0.0,0.0,1.3186708113569396,1.191535719846293
2021-05-25,390.62908935546875,-0.0022187927316765776,386.5027252197266,3.908488099590924,1.0557443263480946,0.0,-0.0022187927316765776,0.0,-0.0,0.0,0.0,-0.0,1.3157449541452269,1.191535719846293
2021-05-26,391.4042053222656,0.0019842761021096056,387.77854309082034,3.0460574663021736,1.1902803120279737,0.0,0.0019842761021096056,0.0,0.0,0.0,0.0,0.0,1.3183557554142085,1.191535719846293
2021-05-27,391.60968017578125,0.0005249684360095763,388.62005615234375,2.790646423384886,1.0713016161364026,0.0,0.0005249684360095763,0.0,0.0,0.0,0.0,0.0,1.3190478505732326,1.191535719846293
2021-05-28,392.31024169921875,0.0017889280038303479,388.94321899414064,3.0267734865486866,1.1124131752975674,0.0,0.0017889280038303479,0.0,0.0,0.0,0.0,0.0,1.3214075322115153,1.191535719846293
2021-06-01,391.96466064453125,-0.0008808871600972656,389.33082580566406,3.15081210869645,0.8359225329868541,0.0,-0.0008808871600972656,0.0,-0.0,0.0,0.0,-0.0,1.3202435212831343,1.191535719846293
2021-06-02,392.5811462402344,0.0015728091269489042,390.11444396972655,2.842972586620243,0.8676489819552803,0.0,0.0015728091269489042,0.0,0.0,0.0,0.0,0.0,1.3223200123432035,1.191535719846293
2021-06-03,391.1239929199219,-0.003711725166294144,390.85321350097655,1.7519218658150386,0.15456135586238054,0.0,-0.003711725166294144,0.0,-0.0,0.0,0.0,-0.0,1.3174119238754949,1.191535719846293
2021-06-04,394.70123291015625,0.009146051009370826,391.53688659667966,1.7895946050731082,1.7681916924125483,0.0,0.009146051009370826,0.0,0.0,0.0,0.0,0.0,1.3294610405316136,1.191535719846293
2021-06-07,394.318359375,-0.0009700337957733174,392.2140350341797,1.3356204494693606,1.5755406722443912,0.0,-0.0009700337957733174,0.0,-0.0,0.0,0.0,-0.0,1.328171418392134,1.191535719846293
2021-06-08,394.4022521972656,0.00021275403559339878,392.5044860839844,1.471451964449928,1.289723456239831,0.0,0.00021275403559339878,0.0,0.0,0.0,0.0,0.0,1.3284539922213567,1.191535719846293
2021-06-09,393.81396484375,-0.0014915922772706924,392.8229736328125,1.3609562201511891,0.7281580379032568,0.0,-0.0014915922772706924,0.0,-0.0,0.0,0.0,-0.0,1.3264724805058499,1.191535719846293
2021-06-10,395.64447021484375,0.004648147436366434,393.2470001220703,1.5209562527856264,1.5762912893664769,0.0,0.004648147436366434,0.0,0.0,0.0,0.0,0.0,1.3326381201655237,1.191535719846293
2021-06-11,396.29833984375,0.0016526697025518455,393.7158660888672,1.6750215868713776,1.541755506391045,0.0,0.0016526697025518455,0.0,0.0,0.0,0.0,0.0,1.334840530811187,1.191535719846293
2021-06-14,397.1856384277344,0.002238966189800795,394.2034057617187,1.913050695765309,1.5588884667913185,0.0,0.002238966189800795,0.0,0.0,0.0,0.0,0.0,1.337829193628449,1.191535719846293
2021-06-15,396.45709228515625,-0.0018342711117704802,394.65264892578125,1.8555261524769504,0.9724699147819826,0.0,-0.0018342711117704802,0.0,-0.0,0.0,0.0,-0.0,1.335375252186093,1.191535719846293
2021-06-16,394.2435607910156,-0.005583281361879466,394.8188903808594,1.7187418924138447,-0.33473879491920333,0.0,-0.005583281361879466,0.0,-0.0,0.0,0.0,-0.0,1.3279194764294473,1.191535719846293
2021-06-17,394.1128234863281,-0.0003316155739492288,395.1177734375,1.1803773234711676,-0.8513802588282268,0.0,-0.0003316155739492288,0.0,-0.0,0.0,0.0,-0.0,1.3274791176501128,1.191535719846293
2021-06-18,388.7960510253906,-0.013490483293350453,394.5272552490234,2.329596211256818,-2.460170649290683,1.0,-0.013490483293350453,0.0,-0.0,1.0,0.0005,-0.0005,1.3095707827911824,1.19093995198637
2021-06-21,394.362060546875,0.014316013516096238,394.53162536621096,2.329201756246371,-0.07279954125108624,0.0,0.014316013516096238,1.0,0.014316013516096238,1.0,0.0005,0.013816013516096237,1.3283186158179057,1.2073939944598726
2021-06-22,396.4703674316406,0.005346119963573592,394.7384368896484,2.4069552160554135,0.7195524579931885,0.0,0.005346119963573592,0.0,0.0,0.0,0.0,0.0,1.3354199664879163,1.2073939944598726
2021-06-23,395.9925537109375,-0.0012051688094584234,394.9562957763672,2.412569773347607,0.42952454516265526,0.0,-0.0012051688094584234,0.0,-0.0,0.0,0.0,-0.0,1.3338105599967771,1.2073939944598726
2021-06-24,398.33514404296875,0.005915743389814487,395.22536315917966,2.6374123510963576,1.179103025924773,0.0,0.005915743389814487,0.0,0.0,0.0,0.0,0.0,1.3417010410003427,1.2073939944598726
2021-06-25,399.7499694824219,0.0035518468822337557,395.5705261230469,2.9950496914051232,1.395450423199563,0.0,0.0035518468822337557,0.0,0.0,0.0,0.0,0.0,1.3464665576597095,1.2073939944598726
2021-06-28,400.55584716796875,0.0020159543391342627,395.9075469970703,3.3638917830853625,1.3818221484625213,0.0,0.0020159543391342627,0.0,0.0,0.0,0.0,0.0,1.3491809727591226,1.2073939944598726
2021-06-29,400.77142333984375,0.0005381925476788396,396.33898010253904,3.7018892948806674,1.19734624248065,0.0,0.0005381925476788396,0.0,0.0,0.0,0.0,0.0,1.3499070919041316,1.2073939944598726
2021-06-30,401.10870361328125,0.000841577651986114,397.02549438476564,3.9013148900904593,1.046623854661713,0.0,0.000841577651986114,0.0,0.0,0.0,0.0,0.0,1.3510431435449357,1.2073939944598726
2021-07-01,403.3294982910156,0.0055366404611241204,397.94716186523436,4.213001369921451,1.277553922533287,0.0,0.0055366404611241204,0.0,0.0,0.0,0.0,0.0,1.358523383678211,1.2073939944598726
2021-07-02,406.4123229980469,0.00764343971887449,399.7087890625,3.59980314996588,1.8621945857262847,0.0,0.00764343971887449,0.0,0.0,0.0,0.0,0.0,1.3689071752680366,1.2073939944598726
2021-07-06,405.672119140625,-0.001821312532950481,400.839794921875,3.5088665743290823,1.3771752548539011,0.0,-0.001821312532950481,0.0,-0.0,0.0,0.0,-0.0,1.3664139674732751,1.2073939944598726
2021-07-07,407.1056823730469,0.003533797776043235,401.9033264160156,3.6464253164500855,1.4267002627372982,0.0,0.003533797776043235,0.0,0.0,0.0,0.0,0.0,1.3712425981126866,1.2073939944598726
2021-07-08,403.7886962890625,-0.008147727304245511,402.6829406738281,3.0222721396194063,0.36586897676713975,0.0,-0.008147727304245511,0.0,-0.0,0.0,0.0,-0.0,1.3600700873552993,1.2073939944598726
2021-07-09,408.0990905761719,0.010674876059491467,403.6593353271484,3.0387321735715416,1.4610551359665336,0.0,0.010674876059491467,0.0,0.0,0.0,0.0,0.0,1.374588666970039,1.2073939944598726
2021-07-12,409.5608215332031,0.0035818040049231392,404.6404205322266,3.214967691912801,1.5304667021549636,0.0,0.0035818040049231392,0.0,0.0,0.0,0.0,0.0,1.379512174162514,1.2073939944598726
